sentence_id,sentence
362," "" ليس من مصلحة الجزائر – والمغرب أيضا – أن يؤدي تسلحها إلى تحقيق تفوق عسكري واضح من شأنه الإخلال بتوازن القوى القائم ، أو دفع الدولة الأخرى إلى الدخول في تنافس حاد في هذا المجال ."
363," "" "" "" حدود طموحات الجزائر "" "" "" رغم عناصر القوة الكامنة المهمة التي تحوزها الجزائر ، فإن هناك عوائق ستحد من طموحاتها الإقليمية ، وتجعل احتمال حدوث أي تأثير ملموس لهذه الانتخابات على علاقات الجزائر بمحيطها الإقليمي أمرا مستبعدا ."
364," فعلى المستوى الداخلي ، فإن التغيير الذي حدث في الجزائر لم يغير البنيات الأساسية للنظام السياسي ، بل طال فقط بعض الأشخاص والمسؤوليات ، ويمكن وصفه بتمكن جناح من الدولة العميقة على ترجيح موازين القوى لصالحه على حساب جناح آخر ، وبقي جوهر النظام الجزائري على حاله ."
365," وسيحد ما يعتري الاقتصاد الجزائري من صعوبات بسبب تراجع وعدم استقرار إيرادات النفط والغاز من طموح السلطة الجديدة في الجزائر من لعب أدوار ريادية في المنطقة المغاربية ."
366," فلا يزال الاقتصاد الجزائري يهيمن عليه قطاع الهيدروكربونات ، حيث تشكل صادرات النفط والغاز المصدر الرئيسي للدخل الوطني الجزائري بحيث تمثل 95 في المائة من مجموع إيرادات صادراتها ."
367,"[ 12 ] "" ورغم الإصلاحات التي يمكن أن تقوم بها الجزائر لتنمية هذا القطاع ، فإن كل التوقعات تؤكد أن إنتاج الغاز خلال عشر السنوات القادمة لن يستطيع أن يغطي الانخفاض المسجل في إنتاجه خلال السنوات الأخيرة ، "" وسيكون أقل بكثير من الحجم الإضافي المطلوب لتلبية الاستهلاك المحلي ."
368,"[ 13 ] "" "" وقد تراجعت بسبب ذلك معدلات نمو الناتج الوطني الإجمالي بنسبة 1 ."
369,"5 في المائة في عام 2018 وفي الربع الأول من عام 2019 [ 14 ] ، "" ووصل عجز الموازنة إلى 7 ."
370,"3 في المائة ، وعجز الحساب الجاري إلى 10 في المائة ، وارتفع معدل البطالة إلى 11 ."
371,"7 في المائة في سبتمبر 2018 [ 15 ] ."
372," ورغم أن حجم الاحتياطيات الدولية لايزال كبيرا ، إلا أنه يشهد انخفاضا مستمرا ."
373,"[ 16 ] "" "" كما أن إجمالي الديون أصبح يشكل 41 ."
374,"9 في المئة من الناتج المحلي الإجمالي ، لكن لا تزال الدولة تتحكم في هذا الدين الخارجي ، وتحافظ عليه في مستويات منخفضة من خلال تمويل العجز في الميزانية عن طريق الاقتراض من البنك المركزي ."
375,"[ 17 ] "" "" "" قد يستطيع الاقتصاد الجزائري أن يقاوم تذبذب مستوى إيرادات الصادرات خلال السنوات القليلة القادمة ، لكن سيتعرض للإنهاك خلال العقد القادم على الأقل ، "" مما سيضطر معه صناع القرار في الجزائر ليس فقط إلى إدخال إصلاحات جذرية على الاقتصاد الوطني ، "" "" بل ستطال هذه الإصلاحات أيضا السياسة الخارجية الجزائرية في بعديها الاقتصادي والسياسي ، لتخفيف العبء الذي سيسببه التراجع الكبير في إرادات صادرات الهيدروكربونات ."
376," "" "" وعلاوة على ما سبق فإن المرحلة السياسية الانتقالية التي تمر بها البلاد ستقيد أيضا من قدرة الرئيس في اتخاذ قرارات سياسية كبيرة في المجال الخارجي ."
377," كما أن عقيدة الجيش الجزائر بعدم التدخل العسكري يضعف أيضا مناورات الدبلوماسية الجزائرية في القضايا المضطربة التي تتطلب حضورا عسكريا معينا ."
378," "" فلا يمكن أن تنجح الدبلوماسية وحدها في تحقيق أهداف السياسية الخارجية وتعزيز نفوذ الدولة دون تدخل عسكري ولو في مستويات محدودة ."
379," "" "" وأما على المستوى الإقليمي ، فلم يحدث حتى الآن تحول عميق في هندسة النظام الإقليمي المغاربي من شأنه خلخلة توازن القوى القائم لصالح دولة بعينها ."
380," إن الكثير من المجالات التي تريد أن تستعيد الجزائر نفوذها فيها ، تعيش اضطرابا كبيرا ، وملأت قوى أخرى الفراغ الذي تركته الجزائر خلال السنوات الماضية ، مثل ليبيا ومنطقة الساحل والصحراء ."
381," ففي ليبيا مثلا ، لا تستطيع أن تكون الجزائر فاعلا أساسيا أو صاحب مبادرة ، بل ستساير استراتيجيات الدول الأخرى ومنها تركيا ."
382," ومن العوامل التي ستضعف تأثير الجزائر في الساحة الليبية افتقادها لرؤية واضحة لحل هذه الأزمة ، "" ولا يزال يسيطر على أهداف الجزائر هاجس محاصرة المغرب أو إضعاف نفوذه ، كما هو شأن سياستها الخارجية في منطقة الساحل والصحراء ."
383," "" مع ذلك فقد تراجع هذا التأثير نسبيا منذ 2011 ، وبدأت الجزائر تنكفئ على نفسها ، وتركز على مشاكلها الداخلية ومواجه المخاطر التي تهدد أمنها الوطني ."
384," "" "" تشكل التحديات الأمنية بالجوار الإقليمي للجزائر أحد عوائق طموحاتها في المنطقة ."
385," وسيكون همها الأساسي خلال السنوات الأخيرة حماية أمنها الوطني وتدبير التحديات الأمنية عبر حدودها الطويلة مع ست دول ، وهي المغرب وتونس وليبيا وموريتانيا ومالي وتشاد ."
386," قامت الجزائر منذ 2013 بتحصين حدودها مع دول الجوار بحواجز حدودية ( سياجات وخنادق ) وحولتها إلى مناطق عسكرية تحت إشراف وزارة الدفاع بدل وزارة الداخلية ."
387," ويكمن الهدف الأساسي لتحصين الجزائر لحدودها وعسكرتها في محاربة التهديد الأمني للجماعات المسلحة العابرة للحدود ."
388,"[ 18 ] "" إن مراقبة هذه الحدود الطويلة سهلة الاختراق ستشكل عبئا أمنيا وماليا باهضا على الجزائر خلال السنوات القادمة مما سيعيق أي طموح لها بالانشغال بالقضايا الإقليمية الشائكة ."
389," "" وسيكون من مصلحة الجزائر تحقيق الاستقرار في ليبيا ، لأن من شأن ذلك تخفيف العبء الأمني والمالي عليها ."
390," "" "" يتشكل النظام المغاربي الفرعي من دول متساوية الوزن نسبيا ، ولا توجد دولة كبيرة يمكن أن تفرض نفسها كقوة مهيمنة إقليميا ، أو على الأقل كدولة محورية ."
391," المغرب والجزائر قوتان متساويتان ومتماثلتان تقريبا ، لذلك لا يمكن أن يحقق أي منهما شكلا من أشكال الهيمنة الإقليمية ."
392," ولا تستطيع الجزائر - حتى وإن شهدت تغييرا سياسيا عميقا في المستقبل - أن تحدث فارقا كبيرا مع المغرب سواء على الصعيد الاقتصادي أو العسكري من شأنه الإخلال بتوازن القوى القائم ."
393," "" لذلك يبقى الخيار العقلاني الذي تفرضه الظروف الموضوعية المتعلقة بقدرات الدولتين ( الاقتصادية والعسكرية والديموغرافية والجغرافية … ) هو الحفاظ على توازن القوى بينهما لأطول مدة ممكنة ."
394," "" "" "" "" ورغم سعي الرئيس الجديد إلى استعادة الدبلوماسية الجزائرية لحيويتها في المحيط الإقليمي ، لكن سيظل سقف الأهداف لا يتجاوز استغلال الفرص التي يتيحها الوضع الحالي بالمنطقة المغاربية دون الإخلال بتوازن القوى القائم ، لاسيما ما يتعلق بالعلاقات الجزائرية المغربية ."
395," "" "" وستستمر حالة التوجس وعدم الثقة في علاقات البلدين خلال السنوات القادمة ."
396," "" "" لذلك ، فإن السلوك الأمثل لكل من المغرب والجزائر خلال السنوات العشر القادمة هو تجنب الدخول في أي أزمة من شأنها توسيع الفجوة القائمة بينهما ."
397," الراجح أن سياستهما الخارجية ستظل مطبوعة بتدبير الوضع الإقليمي القائم "" لكن تراجع إيرادات النفط وثقل النمو الديموغرافي على اقتصاد الدولة خلال السنوات التي تلي هذه المرحلة ، سيدفع الجزائر إلى البحث عن سبل للتقارب مع المغرب بهدف تخفيف العبء الاقتصادي الذي سيتراكم عليها ."
398," إن التطبيع الكامل للعلاقات بين البلدين سيكون ضرورة تفرضها عوامل تتجاوز التصورات الشخصية لصناع القرار ."
399," "" المغرب – الإيكواس : النوايا الحسنة ليست كافية "" "" "" "" عطلت الاعتبارات الجيو - سياسية والمسائل القانونية وجهود الترافع التي بذلت من طرف جهات فاعلة اقتصاديا في غرب إفريقيا مساعي المغرب للانضمام إلى المجموعة الاقتصادية لدول غرب إفريقيا "" "" "" تقدم المغرب بطلب الانضمام إلى المجموعة الاقتصادية لدول غرب إفريقيا ( ECOWAS - الإيكواس ) في فبراير / شباط 2017 ."
400," لكن طلبه تعطل لاعتبارات جيو - سياسية وقانونية وسياسية وبسبب معارضة شرسة من قبل جهات فاعلة وقوية وحمائية اقتصاديا في منطقة غرب إفريقيا ، "" حيث ترى نيجيريا أن مسعى المغرب للانضمام إلى المجموعة هو بمثابة تهديد لتأثيرها على منطقة غرب إفريقيا فهي تعتبر القوة المهيمنة الفعلية في هذه المنطقة ."
401," كما أحيى طلب المغرب التوترات القائمة داخل الإيكواس بين الدول الناطقة باللغة الفرنسية وتلك الناطقة باللغة الإنجليزية إذ أن هذه الأخيرة غير راضية عن موقف المغرب اتجاه قضية الصحراء الغربية "" باعتبار انضمام المغرب لهذا التكتل الاقتصادي والسياسي يتطلب تغيير معاهدات الإيكواس وفتح حدود أعضائها أمام حرية حركة العمالة وتغيير العملة ظاهريًا ."
402," لكن مسعى المغرب هذا لم يكلل بالنجاح حتى الآن وذلك بسبب تخوف الأطراف الفاعلة اقتصاديا في منطقة غرب إفريقيا من أن البضائع المستوردة عن طريق اتفاقيات المغرب الخاصة بالتجارة الحرة مع أوروبا أو أي جهة أخرى من شأنها إغراق أسواقهم بهذه البضائع مما سيؤدي إلى منافسة غير مشروعة ضدهم ."
403," "" كما أنهم يرغبون في الحفاظ على التعريفات الجمركية على البضائع المستوردة لأنها تمثل جزءًا كبيرًا من دخل الحكومة ."
404," "" "" ونتيجة لهذا الجمود ، فقد حاول المغرب الاقتراب أكثر من الكتلة الجهوية سياسيا من خلال جهود الترافع في المجالين الأمني والاقتصادي عن طريق توسيع استثماراته الأجنبية المباشرة في المنطقة بالإضافة إلى الدبلوماسية الدينية ."
405," وعلى الرغم من جهود المغرب في هذا الصدد ، إلا أن العضوية الكاملة قد تستغرق وقتًا أكثر مما هو متوقع بل قد لا تحدث أبدًا "" "" حيث تقف الاعتبارات الاقتصادية والسياسية في طريق الحصول على عضوية كاملة ، ذلك أن الجهات الفاعلة في منطقة غرب إفريقيا تجعل من المفاوضات الإضافية أمرا أكثر تعقيدًا ."
406," "" "" أراد المغرب الانضمام إلى المجموعة الاقتصادية لدول غرب إفريقيا والحصول على عضوية كاملة فيها منذ عام 2013 ، حيث وجه الملك محمد السادس رسالة إلى قمة رؤساء المجموعة الاقتصادية الثانية والأربعين لدول غرب إفريقيا “ إيكواس ” المنعقدة في ياموسوكرو في ساحل العاج "" وأبلغهم أن المغرب يود أن يرى وضعه ( المراقب ) ."
407,"يمتد لآفاق جديدة تمنح المغرب مكانة فريدة وهامة في المجالات السياسية والاقتصادية والثقافية الاجتماعية والإستراتيجية ” ."
408,"تقدم المغرب بطلب رسمي للحصول على عضوية بمجموعة الإيكواس [ 1 ] "" بعد فترة وجيزة من عودته إلى الاتحاد الإفريقي في يناير / كانون الثاني 2017 بعد مغادرته له في عام 1984 ، عقب اعتراف الإتحاد بالجمهورية العربية الصحراوية الديمقراطية ."
409,"وفي أعقاب النصر الدبلوماسي الكبير المتمثل في العودة إلى الإتحاد الإفريقي ، "" ساد اعتقاد خاطئ مفاده أن مسألة الانضمام للإيكواس يتعلق بعملية سلسة نظرًا لما يتمتع به المغرب من علاقات مميزة مع دول مجموعة الإيكواس والصلات القائمة بالفعل معها في مجالات الاستثمار والتجارة إضافة إلى العلاقات الثنائية التي تربطه بعدد من أعضائها خاصة مع دول مثل السنغال وساحل العاج ومالي ."
410,"[ 2 ] "" "" وبالرغم من منح المغرب الموافقة على العضوية من حيث “ المبدأ ” في الرابع من يونيو / حزيران 2017 في قمة مونروفيا إلا أن المغرب لم يحصل بعد على العضوية الكاملة إلى حدود أوائل عام 2020 ."
411," ففي ماي / أيار 2018 ، أعلن رئيس مفوضية إيكواس جان كلاودي كاسي برو أن “ رؤساء الدول سيتخذون قرارًا نهائيا ( بشأن عضوية المغرب ) بعد استكمال دراسة معمقة للتقرير المرحلي والذي يجري العمل عليه حاليًا ."
412,"[ 3 ] "" لكن التقرير لم ينشر والقرار النهائي لم يصدر حتى الآن ، "" "" هذا إضافة إلى أن مسألة عضوية المغرب قد غابت تماما من جدول أعمال القمتين الأخيرتين لمجموعة الإيكواس في يوليوز / تموز وفي دجنبر / كانون الأول 2019 ."
413,"[ 4 ] "" "" "" "" تشير هذه المعطيات جميعها إلى مماطلة في منح المغرب العضوية في الإيكواس وإلى اعتبارات مطولة مقبلة لهذا المشروع ، ويُعزى ذلك إلى أسباب معقدة ومتعددة الأبعاد تتراوح بين الأبعاد الجيو - سياسية والسوسيو - سياسية وترافع الجهات الفاعلة اقتصاديا في منطقة غرب إفريقيا ضد هذا المطلب والتوافق القانوني الذي يجب إدخاله على معاهدة لاغوس وكذلك أوجه القصور الهيكلية الأخرى ( من قبيل تداخل الكيانات فوق الوطنية والاتفاقات التجارية مع الأطراف الثالثة وما إلى ذلك ) في التجارة في غرب وشمال غرب إفريقيا ."
414," "" "" "" العوامل الجيو - سياسية "" "" "" لفهم الأسس الجيو - سياسية وراء إقرار انضمام المغرب للجماعة الاقتصادية الجهوية لمجموعة الإيكواس يجب الرجوع إلى تاريخ المنظمة ولا سيما الدور المركزي الذي تلعبه نيجريا فيها ، "" "" كما أنه من المهم الأخذ بعين الاعتبار الديناميكية القائمة بين الفصائل المختلفة في البلاد الناطقة بالفرنسية ومثيلاتها الناطقة بالإنجليزية والبرتغالية نظرًا لماضيها الاستعماري ."
415," "" "" لقد كانت الإيكواس من بين أولى المبادرارت الداعية للتكامل الإقتصادي الإقليمي والسياسي في القارة ."
416," ففي العامين 1972 و1973 ، جاب الآباء المؤسسون لمنظمة الإيكواس ياكوبو جوون من نيجريا والجنرال جناسينبي إياديما ، الذي تولى في وقت لاحق رئاسة توغو ، دول الغرب الإفريقي في محاولة للترويج لمعاهدة سياسية واقتصادية وجهوية ، "" "" حيث كُللت هذه الجهود بتوقيع إتفاقية في لاغوس عام 1975 بين 15 دولة معلنين رسميًا بذلك تأسيس منظمة الإيكواس ."
417,"."
418,"[ 5 ] "" "" "" اضطلعت نيجريا بدور قيادي في المنظمة منذ البداية وذلك نظرًا لحجمها وإمكانياتها الاقتصادية ، حيث نجحت في إقناع الدول المجاورة بإزالة الحواجز والتعريفات التجارية لتتوافق وأولويات نيجريا في المنطقة "" بالرغم من أن القيادة النيجيرية لم تكن أبدا محل إجماع ، حيث أن البلدان الفرنكوفونية ( الناطقة بالفرنسية ) في هذا التكتل مثل السنغال وساحل العاج وبوركينا فاسو ومالي وغينيا وتوغو وبنين دائمًا ما كانت تنظر إلى جهود التكامل النيجيرية على أنها محاولة لإحداث إخلال في توازن القوى الجيو - سياسية في غرب إفريقيا ."
419,"[ 6 ] "" كما حذر الرئيس الفرنسي السابق جورج بومبيدو في عام 1975 الدول الصغيرة الناطقة باللغة الفرنسية في غرب إفريقيا ووصفهم بأنهم “ عشب للأفيال النيجيرية ” ."
420,"[ 7 ] "" "" إلا أن نيجيريا تلعب دورًا مهمًا في المنظمة بدءًا من استضافتها لمقر الإيكواس في أبوجا مرورًا بتحملها سداد 40 % من مصاريف العضوية والمصاريف التشغيلية الخاصة بها [ 8 ] الأمر الذي يمنحها ميزة في جميع القرارات السياسية التي يتم اتخاذها داخل الإيكواس ."
421,"[ 9 ] "" "" "" "" "" ونظرا لذلك ، فقد ساد مناخ من عدم الثقة بين ما يسمى بتكتل الدار البيضاء الذي يتألف من البلدان الناطقة بالفرنسية وتكتل مونروفيا الذي يتألف من البلدان الناطقة بالإنجليزية ."
422," "" كما زاد من حدة هذه التوترات وجود كيانات اقتصادية جهوية موازية أو مجموعات جهوية "" "" والتي تتشابه مع منظمة الإيكواس من حيث صلاحياتها وآثارها القانونية مما ينشئ عنه تداخل في الاختصاصات ومجالات العمل مما نشأ عنه زيادة في عدم الكفاءة وعدم التوصل إلى اتفاقيات للتجارة الحرة منسقة على المستوى القاري ."
423,"[ 10 ] "" "" "" إن وجود كيانات إقتصادية جهوية متداخلة يهم إفريقيا ككل ومنطقة الغرب الإفريقي بشكل خاص ، حيث تكون البلدان في هذه المنطقة في بعض الأحيان جزءا من ثلاثة كيانات اقتصادية جهوية أو أكثر ."
424," هذا النوع من العضوية المزدوجة أو الثلاثية يزيد من الصعوبات ذات الصلة بالتكامل وبناء الثقة السياسية والتنسيق القانوني ."
425," فعلى سبيل المثال ، الاتحاد الاقتصادي والنقدي لغرب إفريقيا ( باللغة الإنجليزية WAEMU ) [ 11 ] والذي تأسس عام 1994 وهو عبارة عن مجموعة جهوية تتشارك عملة مشتركة وهي فرنك الاتحاد المالي الإفريقي ( CFA franc ) ."
426," ولقد تأسس الإتحاد لتعزيز التعاون الوثيق بين الدول الناطقة باللغة الفرنسية في غرب إفريقيا والتي تستخدم عملة الفرنك ."
427," "" "" إلا أن الإتحاد الاقتصادي والنقدي لغرب إفريقيا ( WAEMU ) كان أيضًا بمثابة طريق لفرنسا وللدول الفرانكفونية في غرب إفريقيا لمجابهة جهود التكامل المبذولة من طرف منظمة الإيكواس ، "" "" "" وعلى هذا النحو أصبح يُشار إليها بـ “ حصان طروادة الفرنسي ” لإبراز جهود فرنسا التاريخية لعرقلة اندماج التكتلات الجيو - سياسية الجهوية ."
428,"[ 12 ] "" "" "" "" عضوية المغرب المعقدة "" "" "" "" "" لقد تأثر طلب المغرب للانضمام في الإيكواس بهذه التوترات التاريخية كما ويُنظر إليه باعتباره لاعباً أساسيًا سيعمل على تعزيز العلاقات داخل تكتل الدار البيضاء ومنافسا للقيادة النيجيرية داخل منظمة الإيكواس ، "" "" في حين لا تزال قضية الصحراء الغربية تمثل عقبة رئيسية أمام انضمام المغرب إلى هذا التكتل الجهوي حيث ما زالت البلدان الناطقة بالإنجليزية تشكك بشكل خاص في موقف المغرب من هذه القضية ."
429," "" "" "" ومن منظور جيوسياسي وسوسيوسياسي ، فإن قضية الصحراء الغربية هي بمثابة الشوكة في حلق الجانب المغربي فيما يتعلق بطلبه للعضوية ، "" "" "" في حين ترى نيجيريا ، من وجهة نظر إيديولوجية ، أن سيطرة المغرب على الصحراء الغربية بحكم الأمر الواقع تشكل إحدى البقايا من فترة الاستعمار ."
430," "" "" وعلى الرغم من التقارب السياسي الذي شهدته العلاقات بين المغرب ونيجيريا مؤخراً ، إلا أن هذا لم يغير وجهة النظر النيجيرية إلى حد كبير فيما يتعلق بهذه القضية ، "" "" "" فقد قام الملك محمد السادس في دجنبر / كانون الأول 2016 بزيارة نيجيريا وفي عام 2018 وقّع على اتفاقية لإنشاء خط أنابيب للغاز عبر منطقة غرب إفريقيا لتزويد المغرب وأوروبا مساهمًا بذلك في تحسين العلاقات بين البلدين التي كانت مجمدة تقريبًا قبل ذلك ، "" "" "" ومع ذلك فإن نيجيريا لا تزال تعترف رسميًا بدولة الجمهورية العربية الصحراوية الديمقراطية ( SADR ) باعتبارها الممثل الشرعي للشعب الصحراوي ، ولا يزال السياسيون والمثقفون والمجتمع المدني في نيجيريا ينظرون إلى المغرب على أنه دولة استعمارية ."
431," "" "" "" "" فضلا عن ذلك ، مازال ينظر إلى انضمام المغرب للمجموعة الفرعية الجيو - سياسية على أنه تهديد لبعض الدول باعتبار أن العضوية في منظمة إيكواس تستلزم حرية الحركة ، "" "" "" وعلى حد تعبير جنرال سنغالي فإن حرية التنقل قد تمكن المقاتلين الأجانب المغاربة في سوريا من تأسيس وجود لهم في المناطق الحدودية التي يسهل اختراقها في منطقة غرب إفريقيا ، وخلق جيوب جديدة من الإرهاب الجهادي وعدم الاستقرار في المنطقة ."
432,"[ 13 ] "" "" "" "" القيود القانونية على العضوية "" "" "" من الأسباب الأخرى التي يُعزى إليها التماطل في التجاوب مع طلب المغرب الحصول على العضوية هي مسألة عدم التوافق القانوني بين معاهدة كوتونو عام 1993 ( النسخة المحدثة من معاهدة لاغوس الأصلية ) وبروتوكول الجماعة الاقتصادية لدول غرب إفريقيا عام 2001 ، بشأن الديمقراطية والحكامة الجيدة ومقتضيات المغرب القانونية والسياسية الحالية ، "" حيث تنص المادة 4 من معاهدة كوتونو على أنه من بين المبادئ الأساسية أن تسعى “ منظمة الإيكواس إلى تحقيقها “ تعزيز وتوطيد نظام حكم ديمقراطي في جميع الدول الأعضاء ” ."
433,"[ 14 ] "" وعليه فإن عملية انضمام المغرب تقتضي إجراء تغيير في بنود المعاهدة بغية تكييفها لاستيعاب النظام الملكي المغربي وبذلك ستكون المملكة المغربية أول مملكة تنضم إلى نادي الجمهوريات ."
434," ثانياً ، ينص بروتوكول عام 2001 أيضًا على الفصل التام والصارم بين السلطات التنفيذية والقضائية والتشريعية ، "" علاوة على ذلك تنص المادة 45 على فرض عقوبات مباشرة على البلدان الأعضاء إذا ما تم وضع حد و ” نهاية مفاجأة للديمقراطية ” ."
435,"[ 15 ] "" "" وعليه فإن هذه الأحكام تستوجب تعديلها لتضمن آليات التعامل مع الملكية الدستورية ."
436," "" "" وثالثًا ، من الناحية النقدية والمالية ، وافقت بلدان الإيكواس من حيث المبدأ على إطلاق العملة الموحدة “ إيكو ” ( ECO ) داخل جميع بلدان المجموعة الاقتصادية الجهوية بحلول يناير / كانون الثاني 2020 [ 16 ] ، وذلك عملًا بالمادة 53 من معاهدة الإيكواس المنقحة ."
437,"[ 17 ] ، "" "" غير أن المغرب لم يظهر أي إرادة سياسية مضمرة لتبني العملة الموحدة وبالتالي فإن عضويته ستستلزم استبعاد الجانب النقدي من هذا الاندماج ."
438," "" "" "" "" علاوة على ذلك ، فجدير بالذكر أن دول المنطقة تعتمد كثيرًا على تعريفات خارجية للمداخيل بما في ذلك التعريفات بين الدول الأعضاء في الإيكواس وكذلك الأمر نفسه بين دول تكتل الإتحاد الاقتصادي والنقدي لدول غرب إفريقيا ."
439,"[ 18 ] "" "" وبالتالي فإن إلغاء التعريفات الجمركية بالكامل على السلع المغربية ستكون ضربة موجعة كبيرة للدول الأصغر حجما مثل بنين التي تتحصل على ما يقارب 40 % من المداخيل الحكومية عن طريق الرسوم الجمركية على الواردات [ 19 ] ، "" وبالتالي هناك مقاومة من الجهات الاقتصادية الفاعلة التي لا ترغب ولا تستطيع منافسة السلع المغربية أو السلع الواردة من الاتحاد الأوروبي والولايات المتحدة التي ستصل عبر المغرب وبالتالي يتم إعفاؤها من أي تعريفات خارجية ."
440," "" وأخيرا ، لم يتضح لحد الآن موقف المغرب فيما يتعلق بمبدأ حرية التنقل بين البلدان الأعضاء في منظمة الإيكواس ولم يحدد ما إذا كان سيفتح حدوده أمام سكان غرب إفريقيا للدخول والخروج من وإلى البلد بحرية "" "" "" وهو ما يمكن قراءته بوصفه علامة على تحفظ صانعي القرار المغاربة بشأن هذه المسألة ، "" "" كما أن سياسات الهجرة الحالية التي ينتهجها المغرب والتي تتسم بقيود في التعامل مع سكان غرب إفريقيا قد خلفت تصورا واسع الانتشار لدى سكان دول غرب إفريقيا بأن المغرب لن يحترم مبدأ حرية التنقل ، "" وبعبارة أخرى ، ثمة شكوك حول الإرادة السياسية اللازمة للمغرب بخصوص وضع امتياز لحرية التنقل في إطار إعمال المادة 3 من معاهدة منظمة الإيكواس ( والتي تسلط الضوء بشكل خاص على وجوب “ إزالة العقبات التي تعترض سبيل حرية انتقال الأشخاص والسلع والخدمات ورأس المال بين الدول الأعضاء والحق في الإقامة والاستقرار ” ."
441,"[ 20 ] "" "" وبالإضافة إلى ذلك ، فإن السلوك الذي ينتهجه المغرب مع المهاجرين المتمثل في ( الطرد وسوء المعاملة … ) يؤثر سلبًا على تصورات سكان غرب إفريقيا ، فهم يرون أن طموحات المغرب داخل منظمة الإيكواس تتعارض مع سلوكها المثير للجدل داخل حدودها مع المنحدرين من جنوب الصحراء [ 21 ] ."
442," "" "" "" مقاومة مجموعات الضغط الإقتصادية "" "" "" في السنغال ، عارضت الجهات الفاعلة اقتصاديا علنًا محاولة المغرب في الانضمام إلى منظمة الإيكواس مشيرة إلى عدم توافق الهياكل الاقتصادية ، "" فعلى سبيل المثال زعم رئيس الاتحاد الوطني للمشغِّلين في السنغال ، مور تال كان ، أن المجال الصناعي في السنغال وغيرها من بلدان الاتحاد الاقتصادي والنقدي لغرب إفريقيا سوف تتضرر بشدة بسبب انضمام المغرب إلى منظمة الإيكواس ."
443,"[ 22 ] "" وفضلاً عن ذلك ، ووفقاً لزاتور كين ديالو الذي يترأس اللجنة المسؤولة عن ملف الانضمام “ إن اقتصادات المنطقة المحتضرة لا يمكنها أن تتنافس مع المغرب "" لأن الاقتصاد المغربي تنافسي للغاية ولا يستثني أي قطاع ."
444," "" نحن نعارض العلاقات غير المتوازنة التي من شأنها خنق اقتصادنا وتدمير قطاعات بأكملها من قطاعاتنا الإنتاجية وتصدير وظائفنا نحو المغرب ” ."
445,"[ 23 ] "" "" "" "" "" أما في نيجيريا ، فكانت المعارضة أكثر شراسة حيث أعربت رابطة مصنعي نيجيريا ( MAN ) وأعضاء البرلمان والسفراء المهنيون السابقون والمحامون البارزون وخبراء الاقتصاد والناشطين عن تخوفهم من انضمام المغرب إلى منظمة الإيكواس نظرًا لأنه من شأن ذلك أن يخلق “ قناة لنقل السلع من الاتحاد الأوروبي ” إلى إفريقيا ."
446," "" فقد رفضت نيجيريا التوقيع على اتفاقية الشراكة الأوروبية ( EPA ) وانضمام المغرب إلى منظمة الإيكواس من شأنه أن يخلق مدخلا غير مباشر لاتفاقية تجارة حرة بحكم الأمر الواقع ."
447,"[ 24 ] "" حيث يزعمون أنه في حال انضمام المغرب إلى منظمة الإيكواس فإن اتفاقيات التجارة الحرة القائمة بينه وبين الاتحاد الأوروبي من شأنها أن تسمح بتدفق السلع الأوروبية إلى نيجيريا وغيرها من البلدان الأعضاء في منظمة الإيكواس دون فرض أي تعريفات جمركية "" "" وهو ما من شأنه أن يمثل تهديدًا للمنتجات المحلية الغير قادرة على المنافسة و سيقلل من الازدهار الاقتصادي للشركات النيجيرية في المنطقة الفرعية [ 25 ] ."
448," "" "" "" "" فضلاً عن ذلك ، فقد وجه بعض المحللين انتقادات لمحاولات المغرب الانضمام لمنظمة الإيكواس بالإشارة إلى أوجه القصور البنيوية والنتائج الهزيلة التي حققها اتحاد المغرب العربي ( AMU ) [ 26 ] "" "" حيث لم يتمكن اتحاد المغرب العربي ( AMU ) خلال عقدين من تأسيسه على تعزيز التعاون الأوثق أو زيادة مستويات التجارة أو أي سياسة اقتصادية جهوية ذات معنى ، ويعزى ذلك إلى حد كبير إلى الخلافات السياسية بشأن قضية الصحراء بين الجزائر والمغرب ."
449," فعند عقد مقارنة بين هذه النتائج الباهتة وطموحات المغرب في الانضمام لمنظمة الإيكواس يظل السؤال المطروح بشأن ما إذا كان الأداء المنخفض للاتحاد المغرب العربي ( AMU ) يعد بمثابة مؤشر لنجاح المغرب المحتمل في المستقبل داخل منظمة الإيكواس ."
450," "" بيد أن هؤلاء المنتقدين قد أغفلوا الإشارة إلى أن المغرب كان دائما قادرا على زيادة صادراته إلى المنطقة ويتمتع بتعاون أمني وثيق الصلة مع منظمة الإيكواس ."
451," "" "" "" “ الدور المحوري ” للمغرب اتجاه إفريقيا "" "" "" يمكن تقسيم الهجوم الساحر الذي يشنه المغرب على إفريقيا إلى قسمين مختلفين : القسم التجاري والقسم السوسيو - سياسي ."
452," "" لقد اختار المغرب أن يتجه بمصالحه التجارية واستثماراته نحو إفريقيا وتحديداً منطقة غرب إفريقيا الفرانكفونية – وذلك بسبب ركود التجارة الأوروبية وفشل تكامل وتنمية اتحاد المغرب العربي والنمو القوي والتاريخي المتوقع لاقتصادات بلدان منطقة غرب إفريقيا فضلا عن النمو المتوقع على مستوى السكان والطاقة الاستهلاكية [ 27 ] ."
